ORISPL,PNAME,PLNOXAN,PLSO2AN,PLCO2AN,PLN2OAN,PLNOXRTA,PLSO2RTA,PLCO2RTA,PLN2ORTA
61700,PowerFin Kingsbery,,,,,,,,
62753,Prospect Storage,,,,,,,,
62755,Prospero Solar,,,,,,,,
58069,PRSI FCC Generator,2,5,597,7,4.604,10.008,"1,285.845",0.008
61848,"PYCO Industries, Inc. Wind Farm",,,,,,,,
56981,Pyron Wind Farm LLC,,,,,,,,
56349,Quail Run Energy Center,121,4,"780,147","2,875",0.160,0.005,"1,031.805",0.002
3628,R W Miller,365,2,"309,190","1,191",1.814,0.010,"1,538.020",0.003
60649,Rabbit Hill Energy Storage Project,,,,,,,,
57474,Ralls Wind Farm,,,,,,,,
62141,Rambler,,,,,,,,
62259,Ranchero Wind Farm LLC,,,,,,,,
59943,Rattlesnake Den,,,,,,,,
60743,"Rattlesnake Power, LLC",,,,,,,,
3576,Ray Olinger,26,0,"61,543",236,0.644,0.008,"1,520.575",0.003
62909,"Raymond Wind Farm, LLC",,,,,,,,
58645,RC Thomas Hydroelectric Project,,,,,,,,
61346,RE Maplewood,,,,,,,,
59994,RE Roserock,,,,,,,,
59391,Red Gate Power Plant,"4,497",5,"195,061",736,24.228,0.029,"1,050.880",0.002
62207,Reloj del Sol Wind Farm,,,,,,,,
58870,Rentech Nitrogen Pasadena Cogeneration,,,,,,,,
50054,Rice University,24,0,"9,096",34,1.699,0.017,630.971,0.001
61865,"Rio Bravo Windpower, LLC",,,,,,,,
54338,Rio Grande Valley Sugar Growers,1,0,35,127,1.075,0.146,28.923,0.053
55137,"Rio Nogales Power Project, LP",357,7,"1,371,349","5,044",0.229,0.004,880.251,0.002
62773,Rippey Solar,,,,,,,,
3503,River Crest,,,,,,,,
3487,Riverview,,,,,,,,
62561,"Roadrunner, LLC",,,,,,,,
7200,Robert D Willis,,,,,,,,
56374,Robert Mueller Energy Center,45,0,"16,764",63,3.139,0.034,"1,165.503",0.002
60217,Rocksprings,,,,,,,,
59918,Rockwood Energy Center LLC,,,,,,,,
6243,Roland C. Dansby Power Plant,82,1,"123,486",443,1.169,0.009,"1,766.772",0.003
56593,Roscoe Wind Farm LLC,,,,,,,,
58681,Route 66 Wind Plant,,,,,,,,
3459,Sabine,"2,904",14,"2,688,713","11,453",1.386,0.006,"1,282.933",0.003
55104,Sabine Cogeneration Facility,49,2,"353,191","1,332",0.166,0.006,"1,198.331",0.002
62620,Sage Draw Wind,,,,,,,,
60657,"Salt Fork Wind Project, LLC",,,,,,,,
3468,Sam Bertron,,,,,,,,
6413,Sam Rayburn Dam,,,,,,,,
3631,Sam Rayburn Plant,21,1,"124,213",491,0.184,0.005,"1,111.073",0.002
6179,Sam Seymour,"7,134","1,344","11,923,333","383,833",1.377,0.259,"2,301.782",0.037
56603,San Jacinto County Peaking Facility,26,1,"110,711",411,0.345,0.007,"1,475.110",0.003
7325,San Jacinto Steam Electric Station,149,4,"868,644","3,063",0.280,0.008,"1,633.835",0.003
6183,San Miguel,"2,692","12,006","3,802,981","109,291",2.146,9.569,"3,030.976",0.044
59712,"San Roman Wind I, LLC",,,,,,,,
56479,Sand Bluff Wind Farm,,,,,,,,
7900,Sand Hill Energy Center,98,4,"883,992","3,324",0.109,0.005,980.163,0.002
6648,Sandow,36,487,"141,590","4,420",0.677,9.102,"2,643.919",0.041
52071,Sandow Station,51,81,"151,778","4,744",0.715,1.144,"2,146.137",0.034
56611,Sandy Creek Energy Station,"1,534","3,208","6,783,417","212,964",0.474,0.992,"2,097.131",0.033
62038,Santa Rita East,,,,,,,,
60987,Santa Rita Wind Energy,,,,,,,,
56775,Scurry County Wind II,,,,,,,,
56506,Scurry County Wind LP,,,,,,,,
10167,Seadrift Coke LP,7,17,"2,923",26,5.240,11.840,"2,094.608",0.009
62685,Sealy Power Peaking Facility,,,,,,,,
55556,Security,0,4,0,0,0.000,0.380,0.000,0.000
57981,Senate Wind LLC,,,,,,,,
59654,Sendero,,,,,,,,
62227,"Seymour Hills Wind Project, LLC",,,,,,,,
59034,Shannon Wind,,,,,,,,
50304,Shell Deer Park,974,1,"669,833","2,526",1.419,0.001,975.701,0.002
56779,Sherbino I Wind Farm,,,,,,,,
57415,Sherbino II,,,,,,,,
50127,Signal Hill Generating LLC,39,0,"14,393",54,4.206,0.042,"1,551.338",0.003
3559,Silas Ray,8,0,"27,637",101,0.394,0.007,"1,350.494",0.002
56771,Silver Star I Wind Power Project,,,,,,,,
3601,Sim Gideon,471,2,"346,863","1,343",1.712,0.006,"1,260.869",0.002
62548,SJRR Power LLC,,,,,,,,
59938,Sky Global Power One,564,1,"25,026",94,24.539,0.030,"1,088.069",0.002
56528,Skyline Gas Recovery,0,8,0,0,0.000,0.362,0.000,0.000
50141,Snider Industries,12,1,0,958,1.502,0.166,0.000,0.061
56602,Snyder Wind Farm,,,,,,,,
60989,SolaireHolman Solar Project,,,,,,,,
62522,Solemio LLC,,,,,,,,
55470,South Houston Green Power Site,111,39,"1,221,607","4,624",0.057,0.020,626.423,0.001
60087,South Plains II,,,,,,,,
59384,South Plains Wind Phase I,,,,,,,,
6251,South Texas Project,,,,,,,,
56649,South Trent Wind Farm,,,,,,,,
4266,Spencer,4,0,"8,109",31,0.900,0.009,"1,729.466",0.003
58774,Spinning Spur Wind II,,,,,,,,
58775,Spinning Spur Wind III,,,,,,,,
57973,Spinning Spur Wind LLC,,,,,,,,
55120,SRW Cogen Limited Partnership,133,5,"1,008,149","3,752",0.087,0.003,661.863,0.001
56644,Stanton Wind Energy LLC,,,,,,,,
55390,State Farm Insur Support Center Central,3,0,143,2,52.599,4.744,"2,671.227",0.022
59063,Stella Wind Farm,,,,,,,,
59064,Stella Wind Farm II,,,,,,,,
57983,Stephens Ranch Wind Energy LLC,,,,,,,,
61871,Sterling Solar (TX),,,,,,,,
3504,Stryker Creek,65,0,"86,693",315,1.124,0.008,"1,506.004",0.003
58068,SunE CPS1 LLC,,,,,,,,
58027,SunE CPS2 LLC,,,,,,,,
58009,SunE CPS3 LLC,,,,,,,,
57326,Sunray Wind I,,,,,,,,
57741,Suzlon Project VIII LLC,,,,,,,,
55015,Sweeny Cogeneration Facility,169,5,"1,145,110","3,365",0.119,0.003,806.801,0.001
56211,Sweetwater Wind 1 LLC,,,,,,,,
56212,Sweetwater Wind 2 LLC,,,,,,,,
56311,Sweetwater Wind 3 LLC,,,,,,,,
56337,Sweetwater Wind 4 LLC,,,,,,,,
56372,Sweetwater Wind 5,,,,,,,,
61742,System Control Center,,,,,,,,
4937,T C Ferguson Power Plant,64,6,"1,265,819","4,557",0.042,0.004,820.325,0.001
3469,T H Wharton,169,10,"345,187","1,374",0.591,0.036,"1,205.985",0.002
61921,Tahoka Wind,,,,,,,,
62483,Taygete Energy Project LLC,,,,,,,,
57504,TECO CHP-1,62,1,"23,418",88,1.669,0.017,630.927,0.001
55062,Tenaska Frontier Generating Station,528,8,"1,561,694","5,552",0.296,0.004,875.828,0.002
55132,Tenaska Gateway Generating Station,331,6,"1,282,414","4,880",0.228,0.004,882.771,0.002
50241,Tenet Hospital,0,0,5,0,18.752,1.699,820.833,0.008
56113,Tessman Road,0,10,0,0,0.000,0.384,0.000,0.000
52088,Texas City Cogeneration,123,2,"323,014","1,225",0.258,0.003,676.391,0.001
50153,Texas City Plant Union Carbide,,,,0,,,,0.000
56662,Texas Gulf Wind 2,,,,,,,,
50229,Texas Petrochemicals,97,2,"74,930",283,0.833,0.017,645.271,0.001
60269,"Tex-Mex Renewable Energy Project, LLC",,,,,,,,
59381,"The Methodist Hospital, Gas Turbine",44,0,"16,512",62,3.117,0.032,"1,161.405",0.002
10243,Ticona Polymers Inc,325,3,"122,727",463,3.163,0.033,"1,194.716",0.002
6595,Toledo Bend,,,,,,,,
6194,Tolk Station,"2,596","9,960","3,986,314","139,015",1.363,5.228,"2,092.520",0.036
61969,"Torrecillas Wind Energy, LLC",,,,,,,,
61895,Toyota HQ Plan,,,,,,,,
3586,TP 4,,,,,,,,
3506,Tradinghouse,,,,,,,,
55968,Trent Wind Farm LP,,,,,,,,
3507,Trinidad,53,0,"37,098",115,2.630,0.009,"1,842.707",0.003
57520,Trinity Hills,,,,,,,,
7732,Turbine,,,,,,,,
56774,Turkey Track Wind Energy LLC,,,,,,,,
7030,Twin Oaks,"2,065","2,523","3,109,687","100,144",1.681,2.053,"2,530.485",0.041
58773,TX Hereford Wind,,,,,,,,
59621,TX Jumbo Road Wind,,,,,,,,
50615,TXU Sweetwater Generating Plant,,,,,,,,
3602,Ty Cooke,23,0,"8,485",32,4.924,0.051,"1,850.671",0.003
60502,"Tyler Bluff Wind Project, LLC",,,,,,,,
61589,UL Advanced Wind Turbine Test Facility,,,,,,,,
50150,Union Carbide Seadrift Cogen,869,8,"343,393","1,295",2.135,0.020,843.379,0.002
59616,Union Valley Energy Center,,,,,,,,
54607,University of Texas at Dallas,,,,,,,,
60581,Upton County Solar,,,,,,,,
3612,V H Braunig,705,9,"1,727,643","4,959",0.372,0.005,912.454,0.001
10203,Valero Refinery Corpus Christi East,,,,,,,,
50121,Valero Refinery Corpus Christi West,289,826,"184,870","1,540",3.561,10.186,"2,280.338",0.009
59617,Van Alstyne Energy Center,,,,,,,,
61241,Victoria City Power LLC,,,,,,,,
61966,Victoria Port Power II LLC,,,,,,,,
61242,Victoria Port Power LLC,,,,,,,,
3443,Victoria Power Station,74,2,"481,463","1,785",0.145,0.005,937.061,0.002
10790,Victoria Texas Plant,489,5,"182,905",690,1.662,0.017,621.236,0.001
54520,Village Creek Water Reclamation Facility,0,0,113,19,0.000,0.000,6.768,0.001
3470,W A Parish,"4,848","38,164","15,626,239","547,156",0.612,4.815,"1,971.700",0.035
3613,W B Tuttle,,,,,,,,
58766,Wake Wind Energy Center,,,,,,,,
61370,Walnut Springs Solar,,,,,,,,
52122,Wasson CO2 Removal Plant,269,2,"76,758",290,3.304,0.026,942.616,0.002
62846,Water Valley Wind Energy,,,,,,,,
57699,Webberville Solar Project,,,,,,,,
3471,Webster,,,,,,,,
6139,Welsh Power Plant,"5,983","14,222","6,466,563","213,597",2.193,5.213,"2,370.184",0.039
61624,West Moore Solar,,,,,,,,
61625,West Moore Solar II,,,,,,,,
62415,West of the Pecos Solar,,,,,,,,
62855,West Raymond Wind Farm LLC,,,,,,,,
55367,West Texas Wind Energy LLC,,,,,,,,
54330,Westhollow Technology Center,19,0,"6,965",26,2.911,0.029,"1,076.178",0.002
50101,WestRock (TX),188,476,"18,593","12,726",0.853,2.167,84.576,0.029
57020,Westside Landfill Gas Recovery,0,5,0,0,0.000,0.366,0.000,0.000
56673,Whirlwind Energy Center,,,,,,,,
58888,White Camp Solar,,,,,,,,
61410,Whitesboro Solar,,,,,,,,
61411,Whitesboro Solar II,,,,,,,,
58021,Whitetail,,,,,,,,
61524,Whitewright Solar,,,,,,,,
6414,Whitney,,,,,,,,
62715,Wildcat Creek Wind Farm LLC,,,,,,,,
61674,Wildcat Ranch Wind Project,,,,,,,,
56432,Wildorado Wind LLC,,,,,,,,
3478,Wilkes Power Plant,463,2,"405,075","1,492",1.603,0.007,"1,403.162",0.003
60859,"Williams Solar, LLC",,,,,,,,
60901,Willow Springs Wind Farm,,,,,,,,
56674,Winchester Power Park,3,0,"21,112",94,0.131,0.006,"1,102.190",0.002
59238,Windthorst-2,,,,,,,,
55320,"Wise County Power Company, LLC",85,2,"472,322","1,796",0.159,0.004,881.565,0.002
55139,Wolf Hollow Generating Station,142,3,"668,330","2,457",0.202,0.005,949.995,0.002
59812,Wolf Hollow II,86,11,"2,170,431","8,497",0.032,0.004,816.441,0.002
58080,Wolf Ridge Wind,,,,,,,,
57952,Woodall Gas Plant,417,1,"18,660",70,33.867,0.041,"1,514.525",0.003
58944,Woodville Renewable Power Project,0,0,0,0,,,,
55796,Woodward Mountain I,,,,,,,,
55795,Woodward Mountain II,,,,,,,,
54364,Works 4,2,0,80,1,27.000,2.457,"1,384.023",0.011
55025,Yates Gas Plant,23,0,"7,650",29,1.917,0.017,630.132,0.001
61873,Yellow Jacket,,,,,,,,
3688,Bartholomew,,,,,,,,
58598,Beryl Solar Plant,,,,,,,,
7767,Bloomington Power Plant,4,0,186,3,40.979,3.511,"1,976.447",0.016
62805,Bloomington Solar I,,,,,,,,
58130,Blue Mountain Biogas,82,0,0,5,119.022,0.105,0.001,0.004
299,Blundell,0,104,"17,882",,0.000,0.935,160.340,
7790,Bonanza,"5,047",896,"4,077,436","129,071",2.763,0.491,"2,231.703",0.035
3699,Boulder,,,,,,,,
3665,Bountiful City,38,0,"13,063",49,3.670,0.035,"1,273.677",0.002
3666,Brigham City,,,,,,,,
58600,Buckhorn Solar Plant,,,,,,,,
3644,Carbon,,,,,,,,
7548,Causey,,,,,,,,
58599,Cedar Valley Solar Plant,,,,,,,,
58139,Central Energy Plant USU,76,1,"29,019",109,4.639,0.048,"1,773.615",0.003
62469,Cove Mountain Solar,,,,,,,,
62470,Cove Mountain Solar 2,,,,,,,,
56102,Currant Creek Power Project,79,5,"1,070,905","3,973",0.065,0.004,885.677,0.002
3646,Cutler Hydro,,,,,,,,
6404,Deer Creek (UT),,,,,,,,
59281,eBay - South Jordan,,,,124,,,,0.002
4263,Echo Dam,,,,,,,,
58570,Enel Cove Fort,0,0,0,,0.000,0.000,0.000,
59386,"Enterprise Solar, LLC",,,,,,,,
59387,"Escalante Solar I, LLC",,,,,,,,
59388,"Escalante Solar II, LLC",,,,,,,,
59389,"Escalante Solar III, LLC",,,,,,,,
59787,Fiddler's Canyon #1,,,,,,,,
59786,Fiddler's Canyon #2,,,,,,,,
59932,Fiddler's Canyon 3,,,,,,,,
6405,Flaming Gorge,,,,,,,,
3648,Gadsby,49,0,"60,671",235,1.648,0.010,"2,045.888",0.004
3697,Gateway,,,,,,,,
3651,Granite,,,,,,,,
59946,"Granite Mountain Solar East, LLC",,,,,,,,
59945,"Granite Mountain Solar West, LLC",,,,,,,,
58604,Granite Peak Solar Plant,,,,,,,,
58603,Greenville Solar Plant,,,,,,,,
7111,Heber City,263,0,"11,226",42,27.023,0.032,"1,152.546",0.002
60349,"Hill AFB LFG Facility, Bldg #737",0,2,0,0,0.000,0.357,0.000,0.000
58597,HTW Plant 303 COGEN,26,0,"9,944",38,1.605,0.017,609.478,0.001
6165,Hunter,"9,770","3,133","8,886,354","302,514",2.356,0.756,"2,142.848",0.036
62656,Hunter Solar LLC,,,,,,,,
8069,Huntington,"5,153","2,202","5,449,512","190,375",2.026,0.866,"2,142.178",0.037
57899,Hurricane City Power,70,0,"3,662",13,28.443,0.060,"1,496.355",0.003
7034,Hydro II,,,,,,,,
3675,Hydro III,,,,,,,,
925,Hydro Plant No 3,,,,,,,,
6481,Intermountain,"9,859","2,485","8,509,066","293,618",2.320,0.585,"2,002.298",0.035
59941,"Iron Springs Solar, LLC",,,,,,,,
4264,Joes Valley Dam,,,,,,,,
61853,Jordanelle Dam Hydroelectric Project,,,,,,,,
56163,Kennecott Power Plant,65,1,"24,624",93,0.670,0.007,255.163,0.000
50942,Lagoon Cogeneration Facility,,,,,,,,
58602,Laho Solar Plant,,,,,,,,
159,Lake Creek Dam,,,,,,,,
56237,Lake Side Power Plant,146,11,"2,131,151","7,875",0.060,0.004,876.806,0.002
59965,Latigo Wind Park,,,,,,,,
6537,Little Cottonwood,,,,,,,,
6553,Little Mountain,,,,,,,,
4251,Logan City,4,0,"1,477",6,5.403,0.057,"2,071.626",0.004
61170,Long Ridge Solar Farm,,,,,,,,
1020,Manti Lower,,,,,,,,
3676,Manti Upper,,,,,,,,
59958,Milford 2,,,,,,,,
58601,Milford Flat Solar Plant,,,,,,,,
62812,Milford Solar 1,,,,,,,,
57079,Milford Wind Corridor I LLC,,,,,,,,
57546,Milford Wind Corridor Phase III,,,,,,,,
57107,Milford Wind Corridor Stage II LLC,,,,,,,,
56253,Millcreek Power,19,0,"67,964",198,0.348,0.006,"1,219.433",0.002
3683,Murray City,,,,,,,,
8010,Murray Turbine,17,0,"6,447",24,3.681,0.038,"1,398.371",0.003
56177,Nebo Power Station,28,1,"199,567",828,0.130,0.005,920.744,0.002
3655,Olmstead,,,,,,,,
60449,Pavant Solar II LLC,,,,,,,,
60886,Pavant Solar III,,,,,,,,
59702,"Pavant Solar, LLC",,,,,,,,
7408,Payson,0,0,13,0,184.500,0.200,"6,721.000",0.017
7132,Pine View Dam,,,,,,,,
3656,Pioneer,,,,,,,,
61508,Provo Power Plant,93,0,"4,000",15,35.059,0.041,"1,510.157",0.003
52039,Quail Creek Hydro Plant #1,,,,,,,,
61119,Quichapa 1,,,,,,,,
61120,Quichapa 2,,,,,,,,
61121,Quichapa 3,,,,,,,,
62399,Sage Solar I-III,,,,,,,,
56554,Salt Lake Energy Systems,0,5,0,0,0.000,0.366,0.000,0.000
58006,Salt Palace Solar Gen Plant,,,,,,,,
62666,Sigurd Solar LLC,,,,,,,,
3658,Snake Creek,,,,,,,,
10215,Snowbird Power Plant,0,0,6,0,16.553,0.019,821.083,0.002
59620,South Milford Solar Plant,,,,,,,,
3691,Spanish Fork,,,,,,,,
56751,Spanish Fork Wind Park 2 LLC,,,,,,,,
7080,St George Red Rock,6,1,313,5,21.689,1.858,"1,046.210",0.008
3659,Stairs,,,,,,,,
50951,Sunnyside Cogen Associates,399,"5,768","524,983","17,567",1.933,27.941,"2,542.961",0.043
56509,Tesoro SLC Cogeneration Plant,298,3,"117,686",444,3.274,0.034,"1,292.080",0.002
57353,Thermo No 1,0,0,0,,0.000,0.000,0.000,
59883,Thermo Solar PV-01,,,,,,,,
60432,Three Peaks Power,,,,,,,,
59817,Tooele Army Depot,,,,,,,,
56853,Trans-Jordan Generating Station,0,8,0,0,0.000,0.405,0.000,0.000
3704,Uintah,,,,,,,,
7015,Unit 4,,,,,,,,
3643,Upper Beaver,,,,,,,,
58191,US Magnesium,331,3,"96,791",365,3.050,0.024,891.225,0.002
58660,Utah Red Hills Renewable Energy Park,,,,,,,,
60421,Veyo Heat Recovery Project,,,,,,,,
3698,Wanship,,,,,,,,
59660,Washington City Electric Generation,15,0,635,2,289.093,0.335,"12,209.190",0.023
3661,Weber,,,,,,,,
60821,Weber State University - Davis Campus PV,,,,,,,,
55622,West Valley Power Plant,47,1,"140,025",522,0.435,0.007,"1,301.768",0.002
7028,Whitehead,146,0,"6,507",26,28.872,0.035,"1,284.499",0.003
10773,Altavista Power Station,234,11,0,"40,135",1.710,0.080,0.000,0.146
56681,Amelia,0,8,"2,004",42,0.000,0.343,87.786,0.001
56894,Ameresco Stafford,0,2,0,0,0.000,0.362,0.000,0.000
6167,Bath County,,,,,0.000,0.000,0.000,0.000
3782,Bayview,47,4,"2,328",38,31.658,2.803,"1,578.816",0.013
56807,Bear Garden Generating Station,98,8,"1,679,115","6,137",0.049,0.004,836.889,0.002
61126,Bedford Solar,,,,,,,,
60234,Belle Haven Diesel Generation Facility,4,0,192,3,30.371,2.742,"1,544.355",0.013
50966,Bellemeade Power Station,6,18,"28,560",441,0.326,0.884,"1,435.485",0.011
54304,Birchwood Power Facility,275,265,"617,734","20,853",1.004,0.967,"2,256.513",0.038
54766,Boydton Plank Road Cogen Plant,8,1,384,6,30.634,2.761,"1,552.717",0.013
10155,Brasfield,,,,,,,,
3796,Bremo Power Station,11,0,"9,767",36,1.497,0.007,"1,387.091",0.003
60222,Bristol Plant,0,2,338,7,0.000,0.391,77.502,0.001
58260,Brunswick County Power Station,173,18,"3,476,932","12,950",0.041,0.004,823.971,0.002
56682,Brunswick Landfill Gas,0,9,"1,784",37,0.000,0.343,71.653,0.001
55738,Buchanan Units 1 & 2,74,1,"110,420",430,0.758,0.006,"1,123.948",0.002
3772,Buck Hydro,,,,,,,,
60917,Buckingham Solar LLC,,,,,,,,
3773,Byllesby 2,,,,,,,,
61760,C4GT,,,,,,,,
52089,Celanese Acetate LLC,98,2,"57,204",209,1.146,0.021,668.061,0.001
56683,Charles City,0,12,"2,800",58,0.000,0.339,81.762,0.001
61375,Cherrydale Solar Power Facility,,,,,,,,
3803,Chesapeake,9,5,"1,726",28,12.381,6.981,"2,257.613",0.018
56684,Chesterfield Landfill Gas,0,12,"2,877",60,0.000,0.388,90.327,0.001
3797,Chesterfield Power Station,"1,880",926,"3,444,039","73,589",0.906,0.446,"1,659.907",0.018
7438,Church Street Plant,1,0,42,1,27.797,2.502,"1,408.983",0.011
10377,City Point Energy Center,48,80,"26,872",896,2.186,3.617,"1,216.557",0.020
61374,Clarke Solar Power Facility,,,,,,,,
3774,Claytor,,,,,,,,
3775,Clinch River,454,174,"401,136","1,454",1.610,0.617,"1,423.615",0.003
7213,Clover Power Station,"4,682",941,"3,346,764","105,170",3.210,0.645,"2,294.520",0.036
59693,Coastal Virginia Offshore Wind (CVOW),,,,,,,,
56313,Coleman Falls,,,,,,,,
61985,Colonial Trail West,,,,,,,,
55381,Commonwealth Chesapeake,80,20,"89,684","1,366",1.523,0.384,"1,716.397",0.013
60915,Correctional Solar LLC,,,,,,,,
50663,Covanta Alexandria/Arlington Energy,458,3,"164,287","31,052",6.929,0.045,"2,484.395",0.235
50658,Covanta Fairfax Energy,"1,507",83,"574,209","107,540",4.541,0.250,"1,730.440",0.162
3798,Cushaw,,,,,,,,
61849,Danville,,,,,,,,
56364,Danville Kentuck Road Plant,,,,,,,,
56363,Danville New Design Plant,,,,,,,,
56365,Danville Westover Plant,3,0,141,2,46.302,3.970,"2,236.000",0.018
7212,Darbytown Combustion Turbine,120,46,"72,567",722,2.810,1.073,"1,702.134",0.008
56491,Dean Drive Area Electric Generators,1,0,42,1,33.469,3.012,"1,696.571",0.014
61691,"Depot Solar Center, LLC",,,,,,,,
62730,Desper Solar,,,,,,,,
61055,DG AMP Solar Front Royal,,,,,,,,
7797,Dominion/Lo Mar,2,0,167,3,25.558,4.605,"1,938.081",0.016
52019,Doswell Limited Partnership,850,17,"2,676,266","10,104",0.350,0.007,"1,101.746",0.002
55954,Downtown,1,0,43,1,33.750,3.150,"1,776.167",0.014
60127,"Eastern Shore Solar, LLC",,,,,,,,
56367,Electric Avenue Facility,2,0,90,1,27.667,2.670,"1,502.613",0.012
52087,Elizabeth River Combustion Turbine Sta,208,23,"192,312","1,232",1.652,0.182,"1,525.586",0.005
52148,Elkton,9,0,"5,055",19,1.169,0.018,665.425,0.001
50175,Emporia,,,,,,,,
61406,Essex Solar Center,,,,,,,,
58827,Flannagan Hydroelectric Project,,,,,,,,
57754,Frederick County LFGTE Facility,0,2,0,0,0.000,0.346,0.000,0.000
10798,Fries Hydroelectric Project,,,,,,,,
7798,Gateway Gen,1,0,29,0,30.703,2.768,"1,558.162",0.013
3776,Glen Lyn,,,,,,,,
7439,Godwin Drive Plant,2,0,81,1,33.208,3.002,"1,689.417",0.014
54844,Gordonsville Power Station,100,7,"429,217","1,724",0.245,0.016,"1,052.452",0.002
50479,"GP Big Island, LLC",7,0,"1,821","2,480",0.251,0.002,67.599,0.046
62813,Grasshopper Solar,,,,,,,,
7032,Gravel Neck Combustion Turbine,119,37,"75,899",661,2.609,0.810,"1,661.000",0.007
59913,Greensville County Power Station,15,2,"318,816","1,223",0.034,0.004,695.114,0.001
50178,Halifax,,,,,,,,
58560,Halifax County Biomass,151,47,0,"34,826",1.156,0.361,0.000,0.134
56006,Harrisonburg Power Plant,,,,,,,,
57356,Henrico,0,3,585,12,0.000,0.362,72.422,0.001
62014,Highlander Solar Station 1,,,,,,,,
56314,Holcomb Rock,,,,,,,,
61023,Hollyfield,,,,,,,,
10633,Hopewell Cogeneration Facility,654,21,"715,902","3,121",0.912,0.030,998.408,0.002
50813,Hopewell Mill,144,323,"27,592","10,290",0.999,2.250,191.949,0.036
10771,Hopewell Power Station,265,13,0,"45,041",1.732,0.085,0.000,0.147
59860,HP Hood CT,64,1,"24,423",92,1.544,0.016,585.745,0.001
54723,I 95 Landfill Phase II,0,4,0,0,0.000,0.463,0.000,0.000
52051,I 95 Municipal Landfill Phase I,0,3,0,0,0.000,0.401,0.000,0.000
62355,IKEA Norfolk Rooftop PV System,,,,,,,,
52152,International Paper Franklin Mill,66,353,"6,787","5,771",0.555,2.971,57.142,0.024
3833,John H Kerr,,,,,,,,
56686,King & Queen,0,11,"2,670",56,0.000,0.315,79.339,0.001
7839,Ladysmith Combustion Turbine Sta,137,10,"428,997","2,079",0.391,0.027,"1,228.818",0.003
3777,Leesville,,,,,,,,
7837,Louisa Generation Facility,96,4,"368,432","1,705",0.357,0.014,"1,371.613",0.003
3799,Low Moor,20,12,"3,752",61,14.005,7.957,"2,573.446",0.021
3789,Luray Hydro Station,,,,,,,,
7836,Marsh Run Generation Facility,116,2,"354,757","1,673",0.410,0.007,"1,257.862",0.003
61458,Martin Solar Center,,,,,,,,
3826,Martinsville,,,,,,,,
57893,Martinsville LFG Generator,0,1,"1,273",4,0.000,0.249,581.207,0.001
52007,Mecklenburg Power Station,108,37,"75,143","2,442",3.717,1.263,"2,591.849",0.042
62758,Meherrin Solar,,,,,,,,
59905,Merck,,,,,,,,
58057,MillerCoors Shenandoah Brewery,11,0,0,12,4.059,0.061,0.000,0.002
55156,MM Prince William Energy,0,10,0,0,0.000,0.394,0.000,0.000
59614,Monterey Diesel Generation Facility,4,0,193,3,29.960,2.704,"1,524.822",0.012
56004,Mount Clinton,3,1,252,4,22.946,5.774,"2,196.485",0.018
61318,Mt. Jackson Solar,,,,,,,,
52118,Multitrade of Pittsylvania LP,62,19,0,"14,433",1.211,0.379,0.001,0.140
59845,New River,0,3,706,15,0.000,0.316,67.290,0.001
3790,Newport Hydro Station,,,,,,,,
3778,Niagara,,,,,,,,
6168,North Anna,,,,,,,,
3800,Northern Neck,18,10,"3,206",52,13.918,7.853,"2,539.732",0.021
7941,Nottoway Diesel Generating Facility,4,0,199,3,30.537,2.755,"1,551.907",0.013
60584,Oceana Solar,,,,,,,,
60236,Onancock Diesel Generation Facility,3,0,150,2,30.528,2.752,"1,550.321",0.013
61457,Palmer Solar Center,,,,,,,,
59004,Panda Stonewall Power Project,70,2,"2,059,494","7,380",0.029,0.001,846.092,0.002
50275,Park 500 Philip Morris USA,6,0,"9,393",35,0.547,0.022,799.603,0.002
60235,Perdue Diesel Generation Facility,3,0,160,3,30.435,2.746,"1,546.473",0.013
59911,Philip Morris,,,,,,,,
3834,Philpott Lake,,,,,,,,
62768,Piney Creek Solar,,,,,,,,
3825,Pinnacles,,,,,,,,
56005,Pleasant Valley (VA),2,1,249,4,18.309,7.020,"2,424.490",0.020
62012,Pleinmont Solar 1,,,,,,,,
62013,Pleinmont Solar 2,,,,,,,,
7940,Ponton Diesel Generating Facility,3,0,129,2,30.651,2.766,"1,558.482",0.013
61111,Poplar Camp Wind Farm,,,,,,,,
3804,Possum Point Power Station,257,175,"1,645,404","6,749",0.138,0.094,883.854,0.002
55953,Pretlow,1,0,29,0,38.621,3.600,"2,027.448",0.016
62140,Puller Solar,,,,,,,,
3827,Radford,,,,,,,,
52072,Radford Army Ammunition Plant,33,4,"160,591",606,2.075,0.277,"10,123.644",0.019
62780,"Rappahannock Solar, LLC",,,,,,,,
7838,Remington Combustion Turbine Station,168,7,"580,356","2,399",0.353,0.015,"1,216.266",0.003
59685,Remington Solar Facility,,,,,,,,
3779,Reusens,,,,,,,,
57897,Richmond Energy,0,10,0,0,0.000,0.433,0.000,0.000
62011,Richmond Spider Solar,,,,,,,,
10017,RockTenn West Point Mill,"3,232",537,"166,115","12,292",11.373,1.890,584.471,0.022
56692,Rockville 1 & 2,10,1,517,8,33.035,2.966,"1,671.281",0.014
62814,Sadler Solar,,,,,,,,
56519,Salem Electric Department,1,0,64,1,31.714,2.961,"1,667.195",0.014
56289,Salem Street Dept,2,0,100,2,31.850,2.972,"1,674.083",0.014
